enrollment_id,student_id,course_id,lecturer_id,enrollment_date,semester,enrollment_status
ENR10545,211366,ENG1006,LEC1098,29/01/2021,Semester 1,Dropped
ENR10546,211367,ENG1006,LEC1097,22/08/2021,Semester 2,Completed
ENR10547,211368,ARC1007,LEC1133,07/06/2021,Semester 1,Completed
ENR10549,211369,COM1006,LEC1007,26/06/2021,Semester 1,Completed
ENR10550,211370,COM1009,LEC1015,30/08/2021,Semester 2,Completed
ENR10551,211371,SCI1003,LEC1078,11/03/2021,Semester 1,Dropped
ENR10553,211372,ART1009,LEC1062,16/12/2021,Semester 2,Completed
ENR10555,211373,ENG1009,LEC1097,28/09/2021,Semester 2,Completed
ENR10556,211374,COM1001,LEC1013,12/01/2021,Semester 1,Completed
ENR10557,211375,ARC1007,LEC1132,06/10/2021,Semester 2,Dropped
ENR10559,211376,ART1005,LEC1063,22/05/2021,Semester 1,Completed
ENR10561,211377,AGR1009,LEC1118,09/01/2021,Semester 1,Completed
ENR10563,211378,AGR1007,LEC1116,27/12/2021,Semester 2,Completed
ENR10565,211379,BUS1010,LEC1039,22/04/2021,Semester 1,Completed
ENR10567,211380,AGR1004,LEC1115,11/12/2021,Semester 2,Completed
ENR10569,211381,LAW1009,LEC1050,01/02/2021,Semester 1,Completed
ENR10571,211382,ART1005,LEC1071,10/12/2021,Semester 2,Dropped
ENR10572,211383,ARC1010,LEC1127,29/07/2021,Semester 2,Completed
ENR10574,211384,BUS1009,LEC1035,29/12/2021,Semester 2,Completed
ENR10575,211385,COM1008,LEC1009,31/07/2021,Semester 2,Dropped
ENR10577,211386,LAW1003,LEC1049,19/06/2021,Semester 1,Completed
ENR10578,211387,ART1008,LEC1062,02/10/2021,Semester 2,Completed
ENR10580,211388,BUS1005,LEC1043,28/10/2021,Semester 2,Completed
ENR10581,211389,BUS1007,LEC1044,20/06/2021,Semester 1,Completed
ENR10583,211390,LAW1002,LEC1057,06/11/2021,Semester 2,Completed
ENR10585,211391,ART1009,LEC1068,01/10/2021,Semester 2,Completed
ENR10587,211392,MED1003,LEC1028,29/08/2021,Semester 2,Completed
ENR10589,211393,AGR1003,LEC1119,24/04/2021,Semester 1,Completed
ENR10590,211394,LAW1004,LEC1054,27/10/2021,Semester 2,Dropped
ENR10591,211395,MED1010,LEC1019,18/06/2021,Semester 1,Completed
ENR10593,211396,LAW1003,LEC1058,08/09/2021,Semester 2,Dropped
ENR10595,211397,SOC1003,LEC1144,08/09/2021,Semester 2,Completed
ENR10596,211398,ENG1008,LEC1091,08/02/2021,Semester 1,Completed
ENR10597,211399,SCI1003,LEC1078,19/11/2021,Semester 2,Completed
ENR10598,211400,SOC1001,LEC1138,05/01/2021,Semester 1,Completed
ENR10599,211401,ART1008,LEC1061,13/11/2021,Semester 2,Dropped
ENR10601,211402,COM1002,LEC1001,29/09/2021,Semester 2,Completed
ENR10603,211403,MED1004,LEC1030,19/02/2021,Semester 1,Completed
ENR10604,211404,BUS1005,LEC1040,27/09/2021,Semester 2,Completed
ENR10605,211405,LAW1005,LEC1058,23/07/2021,Semester 2,Completed
ENR10607,211406,LAW1009,LEC1056,11/02/2021,Semester 1,Completed
ENR10608,211407,SCI1002,LEC1082,13/07/2021,Semester 2,Dropped
ENR10609,211408,ARC1002,LEC1121,26/12/2021,Semester 2,Completed
ENR10610,211409,ENG1004,LEC1104,11/08/2021,Semester 2,Completed
ENR10611,211410,ENG1008,LEC1105,22/01/2021,Semester 1,Completed
ENR10612,211411,ARC1009,LEC1135,18/10/2021,Semester 2,Dropped
ENR10613,211412,COM1006,LEC1015,08/02/2021,Semester 1,Completed
ENR10615,211413,ART1001,LEC1061,17/04/2021,Semester 1,Completed
ENR10616,211414,COM1010,LEC1005,25/03/2021,Semester 1,Completed
ENR10618,211415,SOC1007,LEC1147,13/03/2021,Semester 1,Completed
ENR10620,211416,SCI1006,LEC1079,08/02/2021,Semester 1,Completed
ENR10621,211417,SOC1010,LEC1141,16/01/2021,Semester 1,Completed
ENR10623,211418,SCI1006,LEC1078,15/12/2021,Semester 2,Dropped
ENR10625,211419,SOC1002,LEC1137,12/02/2021,Semester 1,Completed
ENR10626,211420,ART1009,LEC1072,21/11/2021,Semester 2,Completed
ENR10627,211421,ART1001,LEC1066,24/02/2021,Semester 1,Completed
ENR10629,211422,MED1004,LEC1018,14/02/2021,Semester 1,Completed
ENR10631,211423,COM1004,LEC1002,01/07/2021,Semester 2,Completed
ENR10632,211424,ART1010,LEC1061,30/05/2021,Semester 1,Dropped
ENR10634,211425,ARC1008,LEC1127,28/03/2021,Semester 1,Completed
ENR10635,211426,LAW1009,LEC1050,10/09/2021,Semester 2,Completed
ENR10637,211427,LAW1009,LEC1053,09/02/2021,Semester 1,Completed
ENR10639,211428,SCI1009,LEC1077,11/03/2021,Semester 1,Completed
ENR10640,211429,SCI1001,LEC1081,14/11/2021,Semester 2,Dropped
ENR10641,211430,SCI1007,LEC1081,09/08/2021,Semester 2,Completed
ENR10643,211431,ART1001,LEC1063,23/07/2021,Semester 2,Completed
ENR10645,211432,ART1002,LEC1067,24/05/2021,Semester 1,Dropped
ENR10646,211433,MED1005,LEC1030,16/10/2021,Semester 2,Completed
ENR10648,211434,SOC1001,LEC1139,13/08/2021,Semester 2,Completed
ENR10650,211435,ARC1002,LEC1125,04/05/2021,Semester 1,Completed
ENR10651,211436,SOC1002,LEC1142,13/07/2021,Semester 2,Completed
ENR10652,211437,AGR1007,LEC1113,26/10/2021,Semester 2,Dropped
ENR10654,211438,ART1007,LEC1072,02/10/2021,Semester 2,Completed
ENR10655,211439,SOC1009,LEC1139,03/12/2021,Semester 2,Completed
ENR10656,211440,ARC1003,LEC1130,23/01/2021,Semester 1,Dropped
ENR10657,211441,SCI1006,LEC1077,06/01/2021,Semester 1,Completed
ENR10659,211442,ART1008,LEC1067,26/08/2021,Semester 2,Completed
ENR10661,211443,SCI1004,LEC1090,13/02/2021,Semester 1,Completed
ENR10663,211444,SCI1009,LEC1088,16/04/2021,Semester 1,Dropped
ENR10665,211445,ART1001,LEC1062,03/06/2021,Semester 1,Completed
ENR10667,211446,ARC1007,LEC1133,26/03/2021,Semester 1,Completed
ENR10668,211447,AGR1001,LEC1108,19/06/2021,Semester 1,Dropped
ENR10669,211448,BUS1010,LEC1043,27/07/2021,Semester 2,Completed
ENR10671,211449,COM1004,LEC1012,11/11/2021,Semester 2,Completed
ENR10673,211450,SOC1001,LEC1139,16/04/2021,Semester 1,Completed
ENR10674,211451,AGR1004,LEC1107,02/10/2021,Semester 2,Completed
ENR10675,211452,ART1002,LEC1064,23/08/2021,Semester 2,Completed
ENR10677,211453,AGR1009,LEC1112,28/10/2021,Semester 2,Completed
ENR10679,211454,AGR1009,LEC1115,13/02/2021,Semester 1,Completed
ENR10681,211455,BUS1004,LEC1036,22/12/2021,Semester 2,Completed
ENR10682,211456,SCI1004,LEC1085,12/03/2021,Semester 1,Dropped
ENR10684,211457,ENG1003,LEC1095,13/03/2021,Semester 1,Completed
ENR10685,211458,SCI1008,LEC1085,28/01/2021,Semester 1,Completed
ENR10687,211459,AGR1002,LEC1114,01/12/2021,Semester 2,Dropped
ENR10689,211460,ENG1003,LEC1093,12/02/2021,Semester 1,Completed
ENR10691,211461,BUS1009,LEC1039,28/05/2021,Semester 1,Completed
ENR10693,211462,AGR1004,LEC1107,18/05/2021,Semester 1,Completed
ENR10694,211463,SOC1008,LEC1147,14/08/2021,Semester 2,Completed
ENR10695,211464,MED1004,LEC1027,01/12/2021,Semester 2,Completed
ENR10697,211465,ART1005,LEC1074,14/02/2021,Semester 1,Dropped
ENR10699,211466,SOC1001,LEC1145,20/11/2021,Semester 2,Dropped
ENR10701,211467,COM1008,LEC1010,29/06/2021,Semester 1,Completed
ENR10702,211468,ART1002,LEC1072,30/05/2021,Semester 1,Completed
ENR10703,211469,ENG1006,LEC1105,14/12/2021,Semester 2,Completed
ENR10705,211470,ARC1004,LEC1123,26/12/2021,Semester 2,Completed
ENR10707,211471,SOC1008,LEC1149,13/12/2021,Semester 2,Dropped
ENR10708,211472,MED1009,LEC1025,20/11/2021,Semester 2,Completed
ENR10710,211473,ARC1002,LEC1133,17/02/2021,Semester 1,Dropped
ENR10711,211474,ARC1009,LEC1135,08/07/2021,Semester 2,Dropped
ENR10713,211475,SOC1004,LEC1143,22/11/2021,Semester 2,Completed
ENR10714,211476,ENG1009,LEC1097,22/04/2021,Semester 1,Dropped
ENR10715,211477,ENG1004,LEC1095,15/06/2021,Semester 1,Completed
ENR10716,211478,AGR1001,LEC1115,08/03/2021,Semester 1,Dropped
ENR10718,211479,MED1003,LEC1026,24/08/2021,Semester 2,Completed
ENR10719,211480,BUS1001,LEC1038,22/08/2021,Semester 2,Completed
ENR10720,211481,BUS1006,LEC1042,09/03/2021,Semester 1,Completed
ENR10722,211482,LAW1003,LEC1047,10/07/2021,Semester 2,Completed
ENR10724,211483,SCI1005,LEC1086,16/02/2021,Semester 1,Completed
ENR10725,211484,BUS1008,LEC1038,09/02/2021,Semester 1,Completed
ENR10726,211485,ENG1007,LEC1101,16/08/2021,Semester 2,Completed
ENR10727,211486,ARC1010,LEC1126,03/03/2021,Semester 1,Dropped
ENR10728,211487,ENG1002,LEC1092,28/04/2021,Semester 1,Dropped
ENR10729,211488,SOC1004,LEC1148,22/02/2021,Semester 1,Completed
ENR10730,211489,ART1008,LEC1075,03/06/2021,Semester 1,Completed
ENR10732,211490,ENG1008,LEC1100,05/01/2021,Semester 1,Completed
ENR10733,211491,ART1005,LEC1072,20/04/2021,Semester 1,Completed
ENR10735,211492,MED1002,LEC1030,21/02/2021,Semester 1,Completed
ENR10736,211493,AGR1006,LEC1117,16/07/2021,Semester 2,Completed
ENR10737,211494,ART1001,LEC1073,13/03/2021,Semester 1,Completed
ENR10739,211495,SOC1010,LEC1147,14/01/2021,Semester 1,Completed
ENR10741,211496,LAW1008,LEC1056,28/01/2021,Semester 1,Completed
ENR10743,211497,ARC1002,LEC1130,06/02/2021,Semester 1,Completed
ENR10745,211498,AGR1003,LEC1112,07/07/2021,Semester 2,Completed
ENR10747,211499,COM1002,LEC1005,21/04/2021,Semester 1,Completed
ENR10748,211500,SCI1001,LEC1084,27/05/2021,Semester 1,Dropped
ENR10749,211501,ARC1010,LEC1127,12/02/2021,Semester 1,Completed
ENR10751,211502,MED1010,LEC1024,17/06/2021,Semester 1,Dropped
ENR10752,211503,LAW1010,LEC1057,12/08/2021,Semester 2,Completed
ENR10753,211504,LAW1002,LEC1047,11/08/2021,Semester 2,Completed
ENR10754,211505,AGR1009,LEC1115,29/01/2021,Semester 1,Completed
ENR10756,211506,COM1002,LEC1012,12/03/2021,Semester 1,Completed
ENR10757,211507,ENG1004,LEC1096,25/09/2021,Semester 2,Completed
ENR10758,211508,ART1008,LEC1063,18/05/2021,Semester 1,Completed
ENR10759,211509,ART1003,LEC1073,08/08/2021,Semester 2,Completed
ENR10760,211510,LAW1004,LEC1057,23/10/2021,Semester 2,Completed
ENR10761,211511,SCI1009,LEC1084,04/07/2021,Semester 2,Completed
ENR10763,211512,BUS1001,LEC1035,22/02/2021,Semester 1,Completed
ENR10765,211513,COM1002,LEC1004,24/01/2021,Semester 1,Dropped
ENR10766,211514,ART1010,LEC1075,18/03/2021,Semester 1,Completed
ENR10768,211515,ART1002,LEC1064,02/08/2021,Semester 2,Completed
ENR10769,211516,COM1010,LEC1010,10/07/2021,Semester 2,Completed
ENR10771,211517,ENG1007,LEC1091,25/07/2021,Semester 2,Completed
ENR10772,211518,LAW1007,LEC1058,09/06/2021,Semester 1,Completed
ENR10774,211519,BUS1006,LEC1035,16/10/2021,Semester 2,Completed
ENR10776,211520,AGR1006,LEC1113,11/04/2021,Semester 1,Completed
ENR10778,211521,ENG1010,LEC1096,22/11/2021,Semester 2,Completed
ENR10779,211522,COM1001,LEC1013,03/12/2021,Semester 2,Dropped
ENR10781,211523,ENG1008,LEC1094,03/08/2021,Semester 2,Dropped
ENR10782,211524,MED1009,LEC1027,24/05/2021,Semester 1,Completed
ENR10783,211525,BUS1010,LEC1045,24/09/2021,Semester 2,Dropped
ENR10784,211526,SCI1009,LEC1087,13/02/2021,Semester 1,Completed
ENR10786,211527,AGR1006,LEC1115,01/02/2021,Semester 1,Dropped
ENR10787,211528,LAW1001,LEC1050,14/05/2021,Semester 1,Completed
ENR10788,211529,ARC1010,LEC1134,17/06/2021,Semester 1,Completed
ENR10790,211530,MED1008,LEC1028,27/10/2021,Semester 2,Completed
ENR10791,211531,MED1004,LEC1018,19/08/2021,Semester 2,Dropped
ENR10792,211532,SCI1003,LEC1077,02/10/2021,Semester 2,Completed
ENR10794,211533,LAW1004,LEC1059,03/03/2021,Semester 1,Completed
ENR10796,211534,BUS1008,LEC1044,17/06/2021,Semester 1,Completed
ENR10797,211535,SOC1002,LEC1139,02/07/2021,Semester 2,Dropped
ENR10798,211536,ARC1007,LEC1125,14/05/2021,Semester 1,Completed
ENR10799,211537,SCI1002,LEC1089,20/08/2021,Semester 2,Completed
ENR10800,211538,SCI1010,LEC1077,13/03/2021,Semester 1,Completed
ENR10801,211539,COM1008,LEC1014,24/04/2021,Semester 1,Completed
ENR10802,211540,SCI1002,LEC1081,18/12/2021,Semester 2,Completed
ENR10803,211541,COM1010,LEC1001,03/02/2021,Semester 1,Completed
ENR10805,211542,MED1006,LEC1016,25/08/2021,Semester 2,Completed
ENR10807,211543,ENG1004,LEC1091,15/07/2021,Semester 2,Dropped
ENR10809,211544,LAW1006,LEC1053,18/03/2021,Semester 1,Completed
ENR10811,211545,ENG1004,LEC1097,09/10/2021,Semester 2,Dropped
ENR10813,211546,SCI1004,LEC1079,26/11/2021,Semester 2,Completed
ENR10814,211547,ART1009,LEC1073,03/07/2021,Semester 2,Dropped
ENR10815,211548,ART1005,LEC1075,17/10/2021,Semester 2,Completed
ENR10817,211549,AGR1007,LEC1109,16/01/2021,Semester 1,Completed
ENR10819,211550,BUS1001,LEC1032,07/05/2021,Semester 1,Completed
ENR10820,211551,ENG1009,LEC1104,29/01/2021,Semester 1,Completed
ENR10822,211552,BUS1003,LEC1034,31/10/2021,Semester 2,Completed
ENR10823,211553,AGR1006,LEC1106,27/12/2021,Semester 2,Completed
ENR10825,211554,ENG1010,LEC1095,31/03/2021,Semester 1,Dropped
ENR10827,211555,COM1003,LEC1009,02/09/2021,Semester 2,Completed
ENR10828,211556,AGR1009,LEC1109,08/03/2021,Semester 1,Completed
ENR10830,211557,MED1009,LEC1025,27/12/2021,Semester 2,Completed
ENR10831,211558,ENG1008,LEC1104,06/07/2021,Semester 2,Completed
ENR10832,211559,SOC1001,LEC1146,22/07/2021,Semester 2,Completed
ENR10834,211560,SOC1004,LEC1142,24/11/2021,Semester 2,Dropped
ENR10835,211561,BUS1003,LEC1042,15/10/2021,Semester 2,Completed
ENR10837,211562,LAW1010,LEC1057,19/12/2021,Semester 2,Completed
ENR10839,211563,BUS1004,LEC1040,12/06/2021,Semester 1,Completed
ENR10840,211564,ENG1004,LEC1093,19/06/2021,Semester 1,Completed
ENR10841,211565,ART1005,LEC1066,27/03/2021,Semester 1,Completed
ENR10842,211566,SCI1008,LEC1076,16/05/2021,Semester 1,Completed
ENR10844,211567,MED1004,LEC1027,01/01/2021,Semester 1,Completed
ENR10846,211568,ENG1004,LEC1105,13/07/2021,Semester 2,Completed
ENR10848,211569,BUS1001,LEC1038,07/02/2021,Semester 1,Completed
ENR10849,211570,COM1003,LEC1006,14/05/2021,Semester 1,Completed
ENR10851,211571,SOC1004,LEC1137,08/10/2021,Semester 2,Completed
ENR10852,211572,AGR1007,LEC1115,05/09/2021,Semester 2,Completed
ENR10854,211573,COM1007,LEC1002,19/06/2021,Semester 1,Completed
ENR10855,211574,SCI1003,LEC1087,11/10/2021,Semester 2,Completed
ENR10856,211575,LAW1009,LEC1049,19/02/2021,Semester 1,Completed
ENR10858,211576,COM1007,LEC1006,02/01/2021,Semester 1,Dropped
ENR10859,211577,LAW1008,LEC1059,05/12/2021,Semester 2,Dropped
ENR10860,211578,MED1003,LEC1016,16/04/2021,Semester 1,Completed
ENR10861,211579,MED1001,LEC1023,01/03/2021,Semester 1,Completed
ENR10863,211580,ARC1003,LEC1129,18/07/2021,Semester 2,Completed
ENR10864,211581,ART1009,LEC1066,06/04/2021,Semester 1,Dropped
ENR10866,211582,BUS1009,LEC1044,18/05/2021,Semester 1,Completed
ENR10868,211583,ARC1006,LEC1126,05/10/2021,Semester 2,Dropped
ENR10869,211584,AGR1001,LEC1106,18/07/2021,Semester 2,Dropped
ENR10870,211585,AGR1004,LEC1120,01/05/2021,Semester 1,Dropped
ENR10872,211586,MED1006,LEC1028,18/08/2021,Semester 2,Completed
ENR10873,211587,BUS1008,LEC1043,09/04/2021,Semester 1,Completed
ENR10874,211588,SCI1005,LEC1077,16/12/2021,Semester 2,Dropped
ENR10875,211589,ARC1001,LEC1123,01/11/2021,Semester 2,Completed
ENR10876,211590,SOC1004,LEC1150,04/02/2021,Semester 1,Completed
ENR10878,211591,ENG1007,LEC1098,07/01/2021,Semester 1,Dropped
ENR10880,211592,MED1004,LEC1025,21/02/2021,Semester 1,Completed
ENR10881,211593,SCI1003,LEC1080,16/07/2021,Semester 2,Dropped
ENR10883,211594,LAW1006,LEC1052,15/03/2021,Semester 1,Dropped
ENR10884,211595,SCI1001,LEC1090,19/06/2021,Semester 1,Completed
ENR10885,211596,SOC1006,LEC1143,18/05/2021,Semester 1,Completed
ENR10886,211597,ART1004,LEC1074,05/06/2021,Semester 1,Completed
ENR10887,211598,ENG1003,LEC1104,23/12/2021,Semester 2,Completed
ENR10889,211599,LAW1005,LEC1057,02/08/2021,Semester 2,Completed
ENR10891,211600,SOC1008,LEC1144,11/07/2021,Semester 2,Completed
ENR10893,211601,SOC1001,LEC1144,26/07/2021,Semester 2,Completed
ENR10895,211602,BUS1005,LEC1045,13/04/2021,Semester 1,Completed
ENR10896,211603,COM1005,LEC1008,26/01/2021,Semester 1,Completed
ENR10897,211604,LAW1006,LEC1051,26/08/2021,Semester 2,Dropped
ENR10898,211605,ARC1008,LEC1121,04/05/2021,Semester 1,Completed
ENR10899,211606,AGR1007,LEC1113,01/04/2021,Semester 1,Dropped
ENR10901,211607,LAW1004,LEC1057,19/12/2021,Semester 2,Completed
ENR10902,211608,COM1004,LEC1007,26/01/2021,Semester 1,Completed
ENR10904,211609,ARC1007,LEC1124,18/05/2021,Semester 1,Dropped
ENR10905,211610,SOC1010,LEC1148,16/12/2021,Semester 2,Completed
ENR10906,211611,MED1007,LEC1026,30/03/2021,Semester 1,Completed
ENR10908,211612,SCI1005,LEC1090,12/07/2021,Semester 2,Completed
ENR10910,211613,ARC1007,LEC1129,16/11/2021,Semester 2,Dropped
ENR10912,211614,LAW1009,LEC1056,25/02/2021,Semester 1,Dropped
ENR10914,211615,LAW1004,LEC1056,31/12/2021,Semester 2,Completed
ENR10916,211616,AGR1007,LEC1112,05/12/2021,Semester 2,Completed
ENR10917,211617,SOC1003,LEC1136,02/12/2021,Semester 2,Dropped
ENR10918,211618,LAW1004,LEC1060,03/08/2021,Semester 2,Dropped
ENR10920,211619,SOC1003,LEC1147,24/04/2021,Semester 1,Dropped
ENR10922,211620,ARC1005,LEC1135,13/10/2021,Semester 2,Completed
ENR10923,211621,MED1003,LEC1023,07/03/2021,Semester 1,Completed
ENR10925,211622,ARC1004,LEC1122,24/04/2021,Semester 1,Completed
ENR10927,211623,ART1008,LEC1065,27/10/2021,Semester 2,Completed
ENR10929,211624,ARC1002,LEC1130,25/10/2021,Semester 2,Completed
ENR10930,211625,BUS1005,LEC1039,03/03/2021,Semester 1,Dropped
ENR10932,211626,MED1008,LEC1019,25/06/2021,Semester 1,Dropped
ENR10933,211627,MED1009,LEC1021,03/04/2021,Semester 1,Completed
ENR10935,211628,ARC1002,LEC1121,03/01/2021,Semester 1,Dropped
ENR10937,211629,SOC1008,LEC1148,15/02/2021,Semester 1,Completed
ENR10939,211630,SCI1005,LEC1083,16/07/2021,Semester 2,Completed
ENR10941,211631,ART1002,LEC1073,29/09/2021,Semester 2,Completed
ENR10942,211632,ARC1007,LEC1121,17/11/2021,Semester 2,Completed
ENR10943,211633,ARC1009,LEC1135,26/06/2021,Semester 1,Completed
ENR10944,211634,MED1004,LEC1022,15/09/2021,Semester 2,Completed
ENR10945,211635,COM1009,LEC1014,24/01/2021,Semester 1,Completed
ENR10946,211636,SCI1009,LEC1087,24/09/2021,Semester 2,Completed
ENR10948,211637,ENG1003,LEC1096,07/04/2021,Semester 1,Completed
ENR10950,211638,BUS1008,LEC1042,12/01/2021,Semester 1,Completed
ENR10951,211639,ART1007,LEC1072,30/11/2021,Semester 2,Completed
ENR10952,211640,ARC1002,LEC1125,01/10/2021,Semester 2,Completed
ENR10954,211641,COM1007,LEC1012,01/03/2021,Semester 1,Dropped
ENR10955,211642,ART1009,LEC1062,08/10/2021,Semester 2,Completed
ENR10957,211643,LAW1009,LEC1052,05/12/2021,Semester 2,Completed
ENR10958,211644,AGR1010,LEC1115,25/12/2021,Semester 2,Completed
ENR10960,211645,MED1005,LEC1028,24/02/2021,Semester 1,Dropped
ENR10962,211646,ART1006,LEC1072,29/07/2021,Semester 2,Completed
ENR10963,211647,COM1006,LEC1009,12/09/2021,Semester 2,Completed
ENR10964,211648,ART1003,LEC1064,02/01/2021,Semester 1,Completed
ENR10966,211649,MED1002,LEC1028,19/09/2021,Semester 2,Completed
ENR10967,211650,LAW1003,LEC1056,29/04/2021,Semester 1,Dropped
ENR10968,211651,LAW1004,LEC1053,26/01/2021,Semester 1,Completed
ENR10970,211652,ARC1007,LEC1126,07/08/2021,Semester 2,Completed
ENR10972,211653,ARC1005,LEC1131,29/03/2021,Semester 1,Completed
ENR10973,211654,SCI1007,LEC1085,18/05/2021,Semester 1,Completed
ENR10975,211655,SCI1002,LEC1082,22/08/2021,Semester 2,Completed
ENR10976,211656,ARC1009,LEC1134,02/09/2021,Semester 2,Dropped
ENR10978,211657,ARC1010,LEC1132,31/01/2021,Semester 1,Completed
ENR10979,211658,SCI1004,LEC1090,30/10/2021,Semester 2,Dropped
ENR10980,211659,BUS1004,LEC1040,14/07/2021,Semester 2,Completed
ENR10982,211660,ENG1003,LEC1092,30/07/2021,Semester 2,Dropped
ENR10984,211661,SOC1001,LEC1149,14/12/2021,Semester 2,Completed
ENR10985,211662,ENG1007,LEC1099,19/12/2021,Semester 2,Completed
ENR10987,211663,ARC1005,LEC1131,25/11/2021,Semester 2,Dropped
ENR10989,211664,ARC1003,LEC1135,22/03/2021,Semester 1,Dropped
ENR10990,211665,BUS1002,LEC1032,09/09/2021,Semester 2,Completed
ENR10992,211666,AGR1001,LEC1116,13/07/2021,Semester 2,Dropped
ENR10993,211667,MED1001,LEC1023,16/08/2021,Semester 2,Dropped
ENR10994,211668,ENG1004,LEC1098,11/06/2021,Semester 1,Completed
ENR10995,211669,SOC1006,LEC1146,10/01/2021,Semester 1,Completed
ENR10997,211670,AGR1008,LEC1115,23/11/2021,Semester 2,Completed
ENR10998,211671,ARC1004,LEC1131,22/08/2021,Semester 2,Completed
ENR10999,211672,COM1007,LEC1014,25/04/2021,Semester 1,Dropped
ENR11001,211673,SOC1002,LEC1143,28/02/2021,Semester 1,Completed
ENR11003,211674,ART1006,LEC1074,21/11/2021,Semester 2,Completed
ENR11005,211675,BUS1002,LEC1038,13/03/2021,Semester 1,Dropped
ENR11006,211676,LAW1003,LEC1055,11/04/2021,Semester 1,Completed
ENR11007,211677,SCI1001,LEC1079,23/08/2021,Semester 2,Completed
ENR11008,211678,MED1004,LEC1028,01/08/2021,Semester 2,Completed
ENR11010,211679,SCI1009,LEC1086,29/10/2021,Semester 2,Completed
ENR11012,211680,AGR1005,LEC1113,18/09/2021,Semester 2,Completed
ENR11014,211681,ART1010,LEC1071,04/11/2021,Semester 2,Completed
ENR11015,211682,SCI1004,LEC1085,21/12/2021,Semester 2,Completed
ENR11017,211683,MED1008,LEC1018,31/07/2021,Semester 2,Completed
ENR11019,211684,BUS1007,LEC1040,29/05/2021,Semester 1,Completed
ENR11020,211685,SOC1001,LEC1146,02/04/2021,Semester 1,Completed
ENR11021,211686,SOC1008,LEC1141,15/10/2021,Semester 2,Dropped
ENR11022,211687,ARC1007,LEC1132,01/10/2021,Semester 2,Completed
ENR11024,211688,ART1009,LEC1063,28/01/2021,Semester 1,Completed
ENR11025,211689,LAW1005,LEC1058,24/03/2021,Semester 1,Completed
ENR11026,211690,MED1009,LEC1029,01/02/2021,Semester 1,Completed
ENR11028,211691,SCI1008,LEC1077,12/11/2021,Semester 2,Completed
ENR11030,211692,ENG1006,LEC1103,23/12/2021,Semester 2,Completed
ENR11031,211693,ART1009,LEC1067,02/08/2021,Semester 2,Completed
ENR11032,211694,COM1002,LEC1012,09/05/2021,Semester 1,Completed
ENR11033,211695,BUS1009,LEC1045,21/11/2021,Semester 2,Completed
ENR11035,211696,LAW1008,LEC1053,01/04/2021,Semester 1,Completed
ENR11036,211697,BUS1003,LEC1042,21/09/2021,Semester 2,Completed
ENR11037,211698,COM1006,LEC1007,23/05/2021,Semester 1,Completed
ENR11039,211699,ART1003,LEC1068,30/12/2021,Semester 2,Completed
ENR11040,211700,MED1010,LEC1030,15/06/2021,Semester 1,Completed
ENR11041,211701,ENG1003,LEC1103,21/10/2021,Semester 2,Completed
ENR11043,211702,BUS1004,LEC1039,04/02/2021,Semester 1,Completed
ENR11044,211703,ENG1010,LEC1099,26/07/2021,Semester 2,Completed
ENR11046,211704,ART1007,LEC1065,22/04/2021,Semester 1,Dropped
ENR11048,211705,ARC1006,LEC1126,17/08/2021,Semester 2,Completed
ENR11049,211706,COM1006,LEC1011,14/06/2021,Semester 1,Dropped
ENR11050,211707,ART1010,LEC1065,04/10/2021,Semester 2,Completed
